species_name,last_recorded,family,sampled_year,curation_tags,taxonomy_issue,location_issue,refindable,record_link,cat_no,record_notes,record_month,record_life_stage,record_coordinates,search_area,my_notes,habitat,habit,key_traits,flowering_months,flowering_months_numeric,inat_flowering_months,fruiting_months,associated_species,search_area_coordinates,similar_species,found,date_searched_mmddyy,month_searched,people_searching,search_capability,time_searched_mins,distance_walked_metres,path_link,life_stage,fertile_material_present,individuals_found,topography,weather,search_notes,other_notes,search_tags,2025_inat_link,coordinates_found,individual_or_multiple_search,linear_or_area_search,associated_species_known,search_again,searched_in_flowering_time,possibly_found_sterile,age_of_sample_years,volunteers_seen_before,minutes_till_found,quadrat_size_m2,abundance_density
Palhinhaea cernua,1953,Lycopodiaceae,1953,,N,N,Y,https://biocache.ala.org.au/occurrences/1095a09e-ddd4-4c9d-bb75-996186fcc370,NSW671876,"Upper Falls (c. 24 miles SW of Sydney), [Royal] National Park. ""On sandstone cliff face amongst Blechnum procerum and Drosera sp.""",4,,,https://www.gaiagps.com/map/?loc=18.6/151.0149/-34.1507&pubLink=2Tp1a7NCtd2PuFAZ3BSFqFGP&areaId=1a4c2bcc-38d4-400d-b133-f415d36e0b26,"also an occurance from Wollongong Herbarium but undated with good locality info, would be nice to know when it was from.  syn. Lycopodiella cernua and Lycopodium cernuum. I think findable, I believe Upper Falls is now National Falls, can give it a go",On moist cliff-faces or in open areas in rainforest or sclerophyll forest or on edges of swamps.,"Main stems stout, branched, long, creeping over the surface of the ground, rooting at intervals; aerial stems erect, to 60 cm or sometimes longer, much branched","Readily distinguished from all other terrestrial Lycopodiaceae in Australia by having sessile, nodding, pine-cone like strobili.

A very distinctive species with its robust, erect, dendroid branchlet systems and nodding or pendulous strobili.",-,#N/A,,,"Blechnum procerum, Drosera sp.","-34.15066, 151.01489",,Y,6/9/2025,6,2,,28,600,https://www.gaiagps.com/map/?loc=17.9/151.0150/-34.1516&pubLink=2PL3WE9ncv8eRnclWaK6vzIQ&trackId=e87b8801-97cd-4fb2-8223-dcb29ec841b7,fertile (?),Y,31,5 - great,3 - sound,"Found!! was along the side of McKell Ave, ~100m SE down the road from National Falls carpark. Widespread along moist sandstone rock face, 21 individuals as well as a clump roughly 1m x 1/2m in size. estimating 10 individuals in clump. percentage cover estimated at 3% along an 8m section of the rock face (as per transect requirements). Rock face vertical, 4 to 5m high. We searched fairly extensively along where the bottom of Upper Falls was also, to no avail. Interesting that Thomas, who had collected the species before, immediately said that it wasn't the right conditions for the species (too wet), and immediately deemed the roadside sandstone cliff (where we found it) to be the right conditions. Goes to show importance of local / plant knowledge!",,,"https://www.inaturalist.org/observations/288416012 (me), https://www.inaturalist.org/observations/288134243 (Thomas)","-34.1515319806, 151.0153879919",I,A,Y,,#N/A,,72,Y,25,64,
Pterostylis obtusa,1953,Orchidaceae,1953,,N,Y,N,https://biocache.ala.org.au/occurrences/8b098d24-2ca6-43ab-af32-642bc026726d,CANB 950455.1,"North Era, National Park. ""Scrub, steep hillside. Narrabeen shale soil.""",4,flowers,,,"Possible sample from 1954. Unclear if in Royal or not. Also found in 2024 just outside Royal. Saying not findable based on location, too vague to find an orchid I'd say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,
Notogrammitis billardierei,1953,Polypodiaceae,1953,,N,Y,N,https://biocache.ala.org.au/occurrences/29530c93-f404-4869-9202-4bce052a6b68,NE 8338,"Tufted habit. National Park, McKell Avenue ""Moss covered rocks in rainforest.""",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,
Styphelia humifusa,1954,Ericaceae,1954,O,N,Y,N,https://biocache.ala.org.au/occurrences/936bc94c-652b-4660-95ec-d6e33184a895,NSW491013,Stanwell Park to Otford.,12,sterile,,,Syn. Astroloma humifusum. Not even sure if in the Royal. Found by Thomas in 2025 elswhere. UPDATE: There is a 1921 voucher which is definitely in Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,
Hibbertia bracteata,1955,Dilleniaceae,1955,,N,N,Y,https://biocache.ala.org.au/occurrences/a505b0c1-3a2e-4027-b4e4-1604f22fde55,NE 13912,"Royal National Park, Artillery Hill ""Hawkesbury sandstone community.""",7,,,https://www.gaiagps.com/map/?loc=15.1/151.0608/-34.0789&pubLink=U3NFdHz3FGBqZDySUNTPV8g6&waypointId=c3d4c97a-94f5-45cd-9ab3-01d381e9fffa,"Unsure about life stage of collection, but seems findable! Seems to be near what used to be a rubbish tip, could be relevant",Widespread in heath and dry sclerophyll forest,Erect diffuse shrub to 100 cm high; branches glabrous except for pubescent young shoots,yellow flowers,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.07970, 151.06054",,N,6/9/2025,6,2,,59,2140,https://www.gaiagps.com/map/?loc=16.0/151.0580/-34.0798&pubLink=dZ8SzmoBDHa9rg7X2Jw8F4zc&trackId=b734e24e-887a-4ec5-bf8a-ef15773cc919,-,,0,4 - good,3 - sound,"did not find. tip was a big disturbed feature of the landscape (maybe active as a vegetation tip?). we searched along all paths / fire trails from the access road (Rubbish Tip Road) and also around the back of Artillery Hill along Winifred Falls Fire Trail heading west. Focus on less disturbed areas away from rubbish tip. Probably hard to spot when not flowering as is quite small. Could bush bash up Artillery Hill to look again, although I feel as though this will not be fruitful",,"L, R, H",-,-,M,A,N,,N,,70,Y,,,
Caladenia tessellata,1955,Orchidaceae,1955,,N,Y,N,https://biocache.ala.org.au/occurrences/c6689c13-bc25-43dd-85bc-246e04d3223b,BRI AQ0070008,"Due to sensitivity concerns, the coordinates of this record have been generalised: ""Record is NSW Category 2 Conservation Protected in New South Wales. Generalised to 10km by NSW OEH."".",8,flowers,,,I wonder if we can get access to the coordinates / locality? would be good. UPDATE: unlikely and not worth and would probably be unhelpful anyway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,
Polyscias murrayi,1956,Araliaceae,1956,,N,Y,N,https://biocache.ala.org.au/occurrences/22698742-a165-46e0-ac4c-31cb1b03785f,NE 7741,"One half of a leaf. Bola Ck, Royal National Park",11,,,,"""One half of a leaf"" is odd. seen be Greg Potter (GP) in 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
Genoplesium woollsii,1956,Orchidaceae,1956,,N,Y,N,https://biocache.ala.org.au/occurrences/a562eea0-1b60-4699-8001-7c55f96607f1,CNS 133201.1,Heathcote.,2,flowers,,,Syn. Genoplesium woollsii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
Poa affinis,1956,Poaceae,1956,,N,Y,N,https://biocache.ala.org.au/occurrences/8709b465-ee0a-46af-9143-457dc1b6d661,NSW43244,"[J. Vickery writes about the specimen: Field observations indicated that this is a depauperate form of Poa affinis, found on the poorest sandstone soils on west-facing slopes above river. Quite common on this and similar sites]. Gundamaian, [Royal] National Park. ""On very poor sandstone slopes above Port Hacking River.""",12,,,,"Some uncertainty where Gundamaian is, no west-facing slopes over the Hacking River where I would think collector is talking about",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
Alectryon subcinereus,1956,Sapindaceae,1956,,N,Y,N,https://biocache.ala.org.au/occurrences/eaab12de-02ea-463f-875d-8a95713f2db1,NE 28826,"Bola Creek, Royal National Park ""In rainforest.""",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
Styphelia laeta,1957,Ericaceae,1957,O,N,Y,N,https://biocache.ala.org.au/occurrences/4f7a1713-96bc-4196-8472-d92461266f6f,NE 5901,"Bushy shrub 4-6ft [1.2-1.8m], Royal National Park, near Woronora River ""Dry sclerophyll scrub with Acacias, Persoonias, Epacrids and Dillwynia.""",9,,,,"again, Woronoa River is not in the Royal. UPDATE keeping on list as Royal mention takes precedent over river",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,
Panicum simile,1957,Poaceae,1957,,N,Y,N,https://biocache.ala.org.au/occurrences/405d5885-6c8c-4e70-bc65-b3baf66bc175,UNSWDB6771,"""Hawkesbury Sandstone.""",12,,,,found by Thomas in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,
Sloanea australis,1958,Elaeocarpaceae,1958,,N,Y,N,https://biocache.ala.org.au/occurrences/daada0f2-9ff1-46fa-a0de-4265a6e62125,NE 21864,"Bola Ck, Royal National Park, S of Sydney ""On deep alluvium soil in subtropical rainforest community.""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,
Myriophyllum variifolium,1958,Haloragaceae,1958,,N,Y,N,https://biocache.ala.org.au/occurrences/1ea1758f-26be-4df8-b6a5-54ae2383b565,NSW64442,"Kangaroo Creek, near Audley. ""In creek.""",1,flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,
Persicaria decipiens,1958,Polygonaceae,1958,,N,Y,N,https://biocache.ala.org.au/occurrences/13fee8e0-0ab5-41ad-9946-a3b5c1a8ebb0,NSW666830,banks of Kangaroo Creek near Audley.,1,fertile,,,Thomas found in 2025 (definitely different spot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,
Leichhardtia flavescens,1960,Apocynaceae,1960,,N,Y,N,https://biocache.ala.org.au/occurrences/31bbb4f1-a499-4c71-b314-6ee21c873f14,NE 7564,"Bola Creek, Royal National Park. ""In rainforest.""",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,
Tetratheca ericifolia,1960,Elaeocarpaceae,1960,,N,Y,N,https://biocache.ala.org.au/occurrences/21d36061-d0df-4aa9-baf7-6a19860496dd,NSW114925,"Engadine. ""Sandy over sandstone heath.""",11,flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,
Acacia obtusifolia,1960,Fabaceae,1960,,N,Y,N,https://biocache.ala.org.au/occurrences/d392b814-f902-4fe5-acd5-92fffe900980,NSW512939,"Trees up to c. 40 feet tall with a measured trunk diameter of 12-13 inches maximum. As one proceeds to the Woronora River others are seen quite commonly but scattered and mostly in the vicinity of 20 feet tall or a little less. None was observed with the usual somewhat 'mallee-like' habit of A. obtusifolia on the higher Blue Mountains. Compared to material in my herbarium the phyllodes are on the whole narrower, much longer, and with longer petioles than those from the higher Blue Mountains. In addition the longitudinal venation seems less distinct but this may be due to comparing dry to half-dry material. The habit of the tree or shrub is, of course, much more robust and tall at Engadine - Heathcote. No pods were available but a further, more exacting search will be made.         Engadine - Heathcote [Lat Long = midpoint]. On the right hand side of the Heathcote - Liverpool road as one travels from Heathcote to Liverpool. A few hundred yards from the junction of this road with the Pacific Highway. ""Hawkesbury sandstone, the largest trees being in rather sheltered positions (sheltered from the N and NW).""",4,sterile,,,Amazing locality info but again I think this is not in Royal (Woronora River). Sample from 1970 also but terrible locality data. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,
Luzula flaccida,1960,Juncaceae,1960,,N,Y,N,https://biocache.ala.org.au/occurrences/889cee86-e10b-4ae2-8b6b-59b121ae2ddb,UNSWDB3090,"""On edge of road in gutter - Narrabeen shale.",9,,,,What road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,
Backhousia leptopetala,1960,Myrtaceae,1960,,N,Y,N,https://biocache.ala.org.au/occurrences/3a63c86b-381c-4723-852c-1c8a7b5d21f2,NE 13314,"Royal NP, S of Sydney",11,,,,"lots of herbarium records from a range of times clustered around Stanwell, some of these could be in the Royal but hard to say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,
Notothixos subaureus,1960,Santalaceae,1960,,N,Y,N,https://biocache.ala.org.au/occurrences/34f15ac1-4037-45f0-89c7-806dc9dbd159,UNSWDB5799,"Parasitic on Loranthus, Narabeen Shale.",9,,,,me and Thomas found this together! (2025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,
Melaleuca squarrosa,1961,Myrtaceae,1961,,N,Y,N,https://biocache.ala.org.au/occurrences/336776be-f697-4a31-b7ab-9e9c8f6cc559,NSW571153,"South West Arm Creek, Royal National Park.",11,flowers,,,long creek. Recorded elsewhere in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,
Veronica plebeia,1961,Plantaginaceae,1961,,N,Y,N,https://biocache.ala.org.au/occurrences/e5d06883-e619-4df0-89e0-47d260f635a3,NSW126883,"Lady Carrington Drive at the S extremity, at junction with Garie Rd. ""On mossy rock by roadside.""",8,fruits,,https://www.gaiagps.com/map/?loc=15.6/151.0518/-34.1698&pubLink=7yJG0PsfoJlRbpC4t6HgFBNR&waypointId=ca03d283-6ac6-4726-841f-4bdf860552b4,"Got excited by locality but the two roads listed do not intersect. Perhaps likely the collector meant (or name changed) Sir Bertram Stevens Drive? If you assume that, everything checks out. Also seem by Thomas in 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,
Zieria compacta,1961,Rutaceae,1961,,N,Y,N,https://biocache.ala.org.au/occurrences/d8a61d45-73d6-45fd-84a6-e2d976a483c1,CBG 20272.1,"Small spreading shrub - 2 feet [60 cm]. Broad-leaved form. Nanophanaerophyte. 
Heathcote. ""Flat terrain. Sand. Heath.""",9,flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,
Davallia solida,1964,Davalliaceae,1964,,N,Y,N,https://biocache.ala.org.au/occurrences/a979d4a9-e7f8-4019-a6a2-8fde64ddb60f,UNSWDB20275,"Lady Carrington Drive, Royal National Park. ""Hawkesbury sandstone, on sandstone rock in dry sclerophyll forest.""",9,,,,Some iNat records (e.g.) but need ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,
Bossiaea obcordata,1964,Fabaceae,1964,,N,N,Y,https://biocache.ala.org.au/occurrences/20154917-992b-4c0d-9212-b488d04d9515,NSW565482,"Artillery Hill, Royal National Park.",9,"buds, flowers",,https://www.gaiagps.com/map/?loc=16.4/151.0602/-34.0800&pubLink=U3NFdHz3FGBqZDySUNTPV8g6&waypointId=c3d4c97a-94f5-45cd-9ab3-01d381e9fffa,,"Widespread in dry sclerophyll forest and heath, often on sandstone","Rigid shrub to 2 m high, branches spinescent, ± flat, pubescent, at least when young",,sep - oct,"9, 10",,,,"-34.07970, 151.06054",,N,6/9/2025,6,2,,59,2140,https://www.gaiagps.com/map/?loc=16.0/151.0580/-34.0798&pubLink=dZ8SzmoBDHa9rg7X2Jw8F4zc&trackId=b734e24e-887a-4ec5-bf8a-ef15773cc919,-,,0,4 - good,3 - sound,"did not find. tip was a big disturbed feature of the landscape (maybe active as a vegetation tip?). we searched along all paths / fire trails from the access road (Rubbish Tip Road) and also around the back of Artillery Hill along Winifred Falls Fire Trail heading west. Focus on less disturbed areas away from rubbish tip. One other Bossiaea species was very common (Bossieaa heterophylla), but not our one. Focus on less disturbed areas away from rubbish tip. Could bush bash up Artillery Hill to look again, although I feel as though this will not be fruitful",,"L, R, H",-,-,M,A,N,,N,,61,Y,,,
Dillwynia trichopoda,1964,Fabaceae,1964,,Y,N,N,https://biocache.ala.org.au/occurrences/e0936f7e-818b-451c-8add-5671f9b2ac5b,NSW409867,"Artillery Hill, Royal National Park.",9,buds,,https://www.gaiagps.com/map/?loc=16.4/151.0602/-34.0800&pubLink=U3NFdHz3FGBqZDySUNTPV8g6&waypointId=c3d4c97a-94f5-45cd-9ab3-01d381e9fffa,"Taxonomic issues in the Dillwynias, when collected was IDed as D. retorta. HEAPS of D. retorta around the Royal, would these have been re-IDed also? ","Grows in dry sclerophyll forest and woodlands, rarely on coastal headlands, usually on skeletal soils derived from sandstone","Prostrate to spreading shrub up to 1 m high, often with long slender branches; stems with minute, antrorse hairs",,,,july - oct,,,"-34.07970, 151.06054",,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,
Platylobium parviflorum,1964,Fabaceae,1964,,Y,N,N,https://biocache.ala.org.au/occurrences/4b4acc3a-4b9a-466f-88c8-0f38b58871b3,NSW108657,"Artillery Hill, [Royal] National Park.",9,flowers,,https://www.gaiagps.com/map/?loc=16.4/151.0602/-34.0800&pubLink=U3NFdHz3FGBqZDySUNTPV8g6&waypointId=c3d4c97a-94f5-45cd-9ab3-01d381e9fffa,"Taxonomic issues. Heaps of Platylobium formosum around the Royal, which this sample was originally IDed as. Perhaps these would be changed also if they could be",Grows in open forest.,Erect shrub to c. 2 m high.,,sep - nov,"9, 10, 11",,,,"-34.07970, 151.06054",,,,,,,,,,,,,,,,,,,,,,,,Y,,61,,,,
Grevillea linearifolia,1964,Proteaceae,1964,,Y,N,N,https://biocache.ala.org.au/occurrences/f3f61148-d04a-4f7a-bc19-e4e9cf403dd0,NSW726806,"Artillery Hill, Royal National Park.",9,fertile,,https://www.gaiagps.com/map/?loc=16.4/151.0602/-34.0800&pubLink=U3NFdHz3FGBqZDySUNTPV8g6&waypointId=c3d4c97a-94f5-45cd-9ab3-01d381e9fffa,"Grevillea seems taxonomically messy also, but this one seems perhaps refindable? There is a few forms of the species - ask Thomas. Thomas: ""looking at the sheet, it could be linearifolia, but it could well be diffusa, which is very common in Royal. if the collection notes had indicated flower colour, would have removed any doubts. I'd like to see that specimen looked at by a botanist and checked""","Grows in dry sclerophyll forest or heath, mostly in well-drained semi-shaded to open sites, mostly in sandy soils over sandstone","Open erect shrub usually 1–2 m high, not rhizomatous",,aug - may,"8, 9, 10, 11, 12, 1, 2, 3, 4, 5",,,,"-34.07970, 151.06054",,,,,,,,,,,,,,,,,,,,,,,,Y,,61,,,,
Arthropteris tenella,1964,Tectariaceae,1964,,N,Y,N,https://biocache.ala.org.au/occurrences/cd8ba108-ea9a-4792-8c9f-5eab93ecc05a,UNSWDB20188,"Epiphyte on rock. ""Rainforest.""",8,,,,"seen by Thomas - 2024, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,
Schoenus maschalinus,1965,Cyperaceae,1965,,N,N,Y,https://biocache.ala.org.au/occurrences/01916fc4-743a-4881-aa14-0101df59efcd,NSW93652,"Marley Lagoon, 15 miles S of Sydney, Royal National Park. ""Frequent in moist sandy soil on edge of lagoon.""",12,fertile,,https://www.gaiagps.com/map/?loc=16.0/151.1419/-34.1118&pubLink=S9IA79uWph2N8cZWQwwh9sjH&waypointId=ee40e9bd-1eb4-429a-b340-d402e2a92468,"I think findable, assuming that its at the south end of Marley Lagoon as is most accessible and also closer to sandy areas of Marley Beach",Grows in damp to swampy places in coastal areas and tablelands,"Small, loosely mat-forming perennial. Culms very slender and flaccid, decumbent, noded and branching, 4–20 cm long, 0.3–0.5 mm diam",,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.11200, 151.13908",,N,5/26/2025,5,2,,128,1007,https://www.gaiagps.com/map/?loc=15.3/151.1322/-34.1117&pubLink=BDqOP9hCaLVzte1uNqNUHqFA&trackId=d15485ca-8db4-474e-bdd7-7c1ea3d1f904,-,,0,2 - poor,3 - sound,"No luck, looked during search for 4 other Marley Lagoon species. can perhaps next time try further along the lagoon? Also, water level quite high due to recent rain. Maybe submerged? Confident that we didn't see it",,"R, N",-,-,M,L,N,Y,N,,60,N,,,
Gratiola pubescens,1965,Plantaginaceae,1965,,N,N,Y,https://biocache.ala.org.au/occurrences/a60642ea-adae-4e6e-83fb-79b2de09d666,NSW93915,"Creeping herb,flowers white. Marley Lagoon, c. 15 miles (24 km) S of Sydney, Royal National Park. ""Localised to moist sandy soil on edge of lagoon.""",12,flowers,,https://www.gaiagps.com/map/?loc=16.0/151.1419/-34.1118&pubLink=S9IA79uWph2N8cZWQwwh9sjH&waypointId=ee40e9bd-1eb4-429a-b340-d402e2a92468,"Findable, same spot as Schoenus maschalinus (1965) possibly","Grows in damp or swampy ground, and lake margins",Erect to procumbent perennial herb 2.5–20 cm high,,oct - mar,"10, 11, 12, 1, 2, 3",,,,"-34.11200, 151.13908",,Y,5/26/2025,5,2,,128,1007,https://www.gaiagps.com/map/?loc=15.3/151.1322/-34.1117&pubLink=BDqOP9hCaLVzte1uNqNUHqFA&trackId=d15485ca-8db4-474e-bdd7-7c1ea3d1f904,fruits,Y,1,,,Can't believe Thomas spotted this. On Lagoon edge. One other individual found some time later. Very missable given lack of flowers and inconspicuous fruits,,,https://www.inaturalist.org/observations/284224735,"-34.112178, 151.139418",M,L,N,,N,,60,Y,45,64,
Cassinia longifolia,1965,Asteraceae,1965,,N,Y,N,https://biocache.ala.org.au/occurrences/78af57c1-b4d8-44d9-bd2a-0d052cb942d4,NSW128228,"More or less woolly variant. Near Upper Causeway, c. 8 miles (12.9 km) S of Sutherland, Royal National Park.",10,fertile,,,"maybe given Coveny tendencies around Upper Causeway picnic area? No specifics though, not sold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,
Triglochin striata,1965,Juncaginaceae,1965,,N,Y,N,https://biocache.ala.org.au/occurrences/a235666d-b90b-4b30-bee4-0ba14405212e,NSW93916,"Locally frequent. Flowers creamish. Marley Lagoon, c. 15 miles [24 km] south of Sydney, Royal National Park. ""Moist rocky bank, above lagoon.""",12,"fertile, flowers",,,All 1965 samples collected by E. F. Constable. This one seems to vague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,
Senecio minimus,1966,Asteraceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/707e0a4b-63cc-4d5d-8c33-55e0bbd37c40,NSW572947,Otford.,1,"flowers, fruits",,,found by Thomas in 2024 (needs ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Senecio prenanthoides,1966,Asteraceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/a6ab1e58-2f89-4fa7-a281-b80cd74ed2a2,NSW128190,Otford.,6,fertile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Hypolepis glandulifera,1966,Dennstaedtiaceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/589afa72-9d07-4d21-bcb7-01d4dfaaf215,NSW140311,Otford.,5,fertile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Lastreopsis decomposita,1966,Dryopteridaceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/2bdb5932-424c-4809-b697-2f37c4c530aa,NSW637102,Otford.,5,fertile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Parapolystichum acuminatum,1966,Dryopteridaceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/e24ed05d-9a80-4081-abd9-a217868bfbd8,NSW637106,Otford.,5,fertile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Bertya pomaderroides,1966,Euphorbiaceae,1966,S,N,Y,N,https://biocache.ala.org.au/occurrences/5a1a8e3a-93ff-4348-a75e-92e8a559b23f,NSW194863,"Kangaroo Creek, [Royal] National Park. ""Along creek. Sandy soil.",9,"flowers, fruits, buds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Poranthera microphylla,1966,Phyllanthaceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/5c04185e-7fbc-4935-9aa7-b56f9097f55d,NSW639726,Otford.,6,flowers,,,Thomas found in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Pomaderris discolor,1966,Rhamnaceae,1966,,N,N,Y,https://biocache.ala.org.au/occurrences/d9271673-379e-4c4b-9a0c-e8c3480f6a15,NSW128144,"near Karloo Pool, c. 2 miles E of Heathcote Railway Station, Royal National Park. ""Growing along creek.""",9,flowers,,https://www.gaiagps.com/map/?loc=16.0/151.0285/-34.0920&pubLink=AAhDUgafzaLzkLKJhvGBV8Ym&areaId=ebc7f049-ba7a-4612-899d-c8411cf468ce,"Two other samples from same day, but this one had the best location data. Searchable but vague",Widespread in open forest,Shrub 1–3 m high,,-,#N/A,,,,"-34.09156, 151.02917",,N,7/22/2025,7,1,,20,510,https://www.gaiagps.com/map/?loc=16.2/151.0311/-34.0919&pubLink=z4yFGxdq8vZAho3P5CLHHA1c&trackId=b6a3df0f-c417-4d43-868e-b7c314b543a2,-,,0,1 - extreme,3 - sound,"No luck, just me searching. Searched up SW tributary of Kanagroo Creek from Karloo Pools. Also looked west up Karloo Track toward Heathcote until the track diverged from Heathcote Brook. Probably could have searched more, around the other streams running in and out of Karloo Pools",,R,-,-,I,L,N,Y,#N/A,,59,N,,,
Pomaderris ligustrina,1966,Rhamnaceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/b4e20c4b-35f2-4f1d-b7b5-76b4bd1b6199,NSW101021,"Uloola Track, [Royal] National Park. ""Sandy soil, damp ground in dry sclerophyll forest.""",9,flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
Dodonaea camfieldii,1966,Sapindaceae,1966,,N,Y,N,https://biocache.ala.org.au/occurrences/65ba9d0f-d2b4-44b1-a18d-3cf956c34831,NSW96584,"Kangaroo Creek, Royal National Park. ""Dry sclerophyll.""",10,"fruits, seed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,
